id_str,week,country_or_territory,class_baseline,country_code,class_attnthree,class_attnmerged,class_attntwo
1296256359252385792,w34,United States,No,USA,Don't know,No,No
1296256333327601664,w34,Colombia,No,COL,Don't know,No,No
1296256307884777472,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296256184115171328,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296256092041809920,w34,United States,Yes,USA,Don't know,No,No
1296256029253140480,w34,Spain,Yes,ESP,Yes,Yes,No
1296255829818200064,w34,Argentina,No,ARG,Yes,Yes,No
1296255641162375168,w34,Saudi Arabia,Yes,SAU,Yes,No,Yes
1296255640948613120,w34,Canada,No,CAN,Don't know,No,Yes
1296255523138834432,w34,United Kingdom,Yes,GBR,Yes,No,Yes
1296255509553532928,w34,Colombia,No,COL,Don't know,No,No
1296255472018784256,w34,Brazil,Yes,BRA,Yes,Yes,Yes
1296255337431957504,w34,United States,No,USA,Don't know,No,No
1296255156816838656,w34,Colombia,Yes,COL,Don't know,No,Yes
1296255107751972864,w34,Cuba,Yes,CUB,Yes,Yes,Yes
1296255015854587904,w34,Peru,No,PER,Yes,No,Yes
1296254886481399808,w34,United States,Yes,USA,Yes,Yes,Yes
1296254499431079936,w34,Uruguay,No,URY,Don't know,No,No
1296254423614681088,w34,Indonesia,Yes,IDN,Yes,Yes,Yes
1296254421102362624,w34,China,Yes,CHN,Yes,Yes,Yes
1296254404191035392,w34,Portugal,Yes,PRT,Yes,Yes,Yes
1296254283298623488,w34,Argentina,No,ARG,Yes,No,Yes
1296254258350706688,w34,United States,No,USA,Don't know,No,Yes
1296254156731285504,w34,Colombia,Yes,COL,Don't know,No,Yes
1296254055962927104,w34,Japan,Yes,JPN,Don't know,No,Yes
1296254002074533888,w34,Brazil,No,BRA,Don't know,Yes,Yes
1296253936316424192,w34,United States,No,USA,Don't know,No,Yes
1296253918800904192,w34,United States,No,USA,Don't know,No,No
1296253906364837888,w34,United States,No,USA,Don't know,No,No
1296253903936401408,w34,United States,Yes,USA,Yes,Yes,Yes
1296253754086436864,w34,Peru,No,PER,Don't know,No,Yes
1296253752236802048,w34,United States,No,USA,Don't know,No,No
1296253723832983552,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296253722452844544,w34,United Kingdom,No,GBR,Don't know,No,No
1296253559575580672,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296253507528351744,w34,United States,Yes,USA,Yes,Yes,Yes
1296253457297338368,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296253453585362944,w34,Peru,Yes,PER,Don't know,Yes,Yes
1296253341228572672,w34,United States,No,USA,Don't know,No,No
1296253097124143104,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296252765862322176,w34,United States,Yes,USA,No,No,No
1296252720282849280,w34,Argentina,No,ARG,Don't know,No,No
1296252699135148032,w34,Mexico,Yes,MEX,Don't know,Yes,Yes
1296252659125620736,w34,Philippines,No,PHL,Don't know,No,No
1296252628377034752,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296252627202662400,w34,Canada,No,CAN,Don't know,No,No
1296252274826608640,w34,Indonesia,Yes,IDN,Yes,Yes,Yes
1296252219138990080,w34,Ecuador,No,ECU,Don't know,No,No
1296252060015394816,w34,Canada,No,CAN,Yes,No,No
1296251991111286784,w34,Cuba,Yes,CUB,Don't know,No,No
1296251950153924608,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296251921414709248,w34,Dominican Republic,Yes,DOM,Yes,Yes,Yes
1296251905283248128,w34,Mexico,Yes,MEX,Yes,No,Yes
1296251706272092160,w34,Nigeria,Yes,NGA,Yes,Yes,Yes
1296251635862081536,w34,United States,Yes,USA,Yes,Yes,Yes
1296251606061715456,w34,United States,No,USA,Don't know,No,No
1296251519990411264,w34,Panama,No,PAN,Don't know,No,No
1296251472510955520,w34,Portugal,Yes,PRT,Yes,Yes,Yes
1296251450343841792,w34,Mexico,Yes,MEX,Yes,No,Yes
1296251182684528640,w34,United States,Yes,USA,Yes,Yes,Yes
1296251170512498688,w34,Philippines,Yes,PHL,Yes,Yes,Yes
1296251123314176000,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296251100740419584,w34,Brazil,No,BRA,Don't know,No,No
1296250993286492160,w34,Spain,Yes,ESP,Yes,Yes,Yes
1296250988651839488,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296250878048034816,w34,Nigeria,No,NGA,Don't know,No,No
1296250789082607616,w34,United States,No,USA,Don't know,No,Yes
1296250763082108928,w34,United States,No,USA,Don't know,No,No
1296250751975600128,w34,Mexico,No,MEX,Don't know,No,No
1296250617078390784,w34,Egypt,Yes,EGY,Yes,No,Yes
1296250598418001920,w34,France,No,FRA,No,No,No
1296250598371729408,w34,Chile,Yes,CHL,Yes,Yes,Yes
1296250598157762560,w34,Mexico,Yes,MEX,Don't know,No,Yes
1296250484517294080,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296250099220099072,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296250058795446272,w34,Australia,Yes,AUS,Don't know,No,Yes
1296249885721681920,w34,Indonesia,Yes,IDN,Don't know,No,Yes
1296249677550104576,w34,Argentina,No,ARG,Don't know,No,No
1296249613436026880,w34,Venezuela - Bolivarian Republic of,No,VEN,Don't know,No,No
1296249602107043840,w34,Canada,No,CAN,Don't know,No,No
1296249476248514560,w34,China,Yes,CHN,Yes,Yes,Yes
1296249380362756096,w34,Brazil,No,BRA,Yes,Yes,Yes
1296249362029240320,w34,United States,Yes,USA,Yes,Yes,Yes
1296249317917949952,w34,Serbia,No,SRB,Don't know,No,Yes
1296249285332393984,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296249210061217792,w34,China,No,CHN,Yes,No,Yes
1296249140616208384,w34,India,Yes,IND,Yes,Yes,No
1296249096752312320,w34,United States,No,USA,Don't know,Yes,No
1296249068734181376,w34,United States,No,USA,Don't know,No,No
1296248928938029056,w34,China,No,CHN,Don't know,No,No
1296248777465004032,w34,Bolivia - Plurinational State of,Yes,BOL,Yes,Yes,Yes
1296248495591043072,w34,Guatemala,Yes,GTM,Yes,Yes,Yes
1296248443262971904,w34,United States,No,USA,Don't know,No,Yes
1296248332323495936,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296248284147671040,w34,Philippines,Yes,PHL,Yes,Yes,Yes
1296247845960417280,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296247800338948096,w34,Philippines,No,PHL,Don't know,No,Yes
1296247706780753920,w34,Mexico,Yes,MEX,Don't know,Yes,Yes
1296247514404990976,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296247345550635008,w34,Spain,Yes,ESP,Yes,Yes,Yes
1296247321420857344,w34,Dominican Republic,No,DOM,Don't know,No,No
1296247165006671872,w34,Indonesia,Yes,IDN,Yes,Yes,Yes
1296247089429504000,w34,United States,No,USA,Yes,No,No
1296246996446195712,w34,Peru,No,PER,Yes,Yes,Yes
1296246836882284544,w34,Colombia,No,COL,Don't know,No,No
1296246593037967360,w34,Spain,No,ESP,Yes,No,No
1296246567901384704,w34,Indonesia,No,IDN,Yes,Yes,Yes
1296246296366505984,w34,France,Yes,FRA,Yes,No,Yes
1296246106515337216,w34,Singapore,Yes,SGP,Don't know,Yes,No
1296246091357147136,w34,Cameroon,No,CMR,Don't know,No,Yes
1296245725098053632,w34,United States,Yes,USA,Yes,Yes,Yes
1296245626590703616,w34,United States,Yes,USA,Yes,No,Yes
1296245552301182976,w34,France,Yes,FRA,Yes,Yes,Yes
1296245514149625856,w34,Mexico,No,MEX,Don't know,No,Yes
1296245461993521152,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296245184255217664,w34,Honduras,No,HND,Yes,Yes,Yes
1296244941769908224,w34,United States,Yes,USA,Yes,Yes,Yes
1296244884337299456,w34,United States,No,USA,Don't know,No,Yes
1296244869816414208,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296244843820118016,w34,Singapore,No,SGP,Don't know,No,Yes
1296244821141594112,w34,United States,No,USA,Don't know,No,No
1296244669051998208,w34,United Kingdom,Yes,GBR,No,No,No
1296244634813960192,w34,Cuba,Yes,CUB,Yes,Yes,Yes
1296244578232672256,w34,Argentina,No,ARG,Don't know,No,No
1296244535660552192,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296244490433429504,w34,El Salvador,Yes,SLV,Yes,Yes,Yes
1296244355716362240,w34,Colombia,No,COL,Don't know,No,No
1296244351442604032,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296244296023064576,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296244214775386112,w34,Puerto Rico,Yes,PRI,Yes,Yes,Yes
1296244066657562624,w34,Australia,No,AUS,Don't know,No,Yes
1296244065101647872,w34,Poland,Yes,POL,No,Yes,Yes
1296243945773490176,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296243933488517120,w34,Mexico,No,MEX,Don't know,No,No
1296243857789579264,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296243853750673408,w34,Argentina,No,ARG,Don't know,No,No
1296243818141044736,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296243778400006144,w34,Spain,No,ESP,Don't know,No,Yes
1296243752223350784,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296243559461466112,w34,United States,Yes,USA,Yes,Yes,Yes
1296243458139492352,w34,Serbia,Yes,SRB,Yes,No,Yes
1296243368175992832,w34,Spain,Yes,ESP,Yes,Yes,Yes
1296243348831862784,w34,Mexico,Yes,MEX,Yes,No,Yes
1296243313779945472,w34,Peru,No,PER,Don't know,No,No
1296243241835266048,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296243180375953408,w34,Australia,No,AUS,Don't know,No,No
1296243110394179584,w34,Latvia,No,LVA,Yes,No,No
1296243088092991488,w34,United States,No,USA,Yes,Yes,Yes
1296243057071992832,w34,United States,Yes,USA,Yes,Yes,Yes
1296243047869501440,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296243047613644800,w34,Mexico,Yes,MEX,Don't know,No,No
1296242728968355840,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296242638945828864,w34,Australia,Yes,AUS,Yes,Yes,Yes
1296242509241176064,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296242432342777856,w34,Dominican Republic,No,DOM,Yes,Yes,Yes
1296242429733900288,w34,United States,No,USA,Don't know,No,Yes
1296242351711559680,w34,United States,No,USA,Don't know,No,No
1296242251484598272,w34,United States,No,USA,Don't know,No,Yes
1296242205946978304,w34,Mexico,Yes,MEX,Yes,No,Yes
1296242175995305984,w34,China,Yes,CHN,Yes,Yes,Yes
1296242096131706880,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296241915759865856,w34,Mexico,Yes,MEX,Yes,Yes,No
1296241796780101632,w34,Brazil,Yes,BRA,No,Yes,Yes
1296241789276319744,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296241558438793216,w34,United States,Yes,USA,Yes,Yes,Yes
1296241304452714496,w34,United States,Yes,USA,Yes,Yes,Yes
1296241258600574976,w34,United Kingdom,Yes,GBR,Yes,Yes,No
1296241227055030272,w34,Japan,No,JPN,Don't know,No,Yes
1296241174701891584,w34,Colombia,Yes,COL,Yes,No,Yes
1296241138366582784,w34,Chile,Yes,CHL,Yes,Yes,Yes
1296241137062158336,w34,United States,No,USA,Don't know,No,No
1296241087451992064,w34,Ecuador,Yes,ECU,Yes,Yes,Yes
1296240942664634368,w34,El Salvador,Yes,SLV,Yes,Yes,Yes
1296240768789762048,w34,United States,No,USA,Yes,No,No
1296240537863950336,w34,United States,No,USA,Don't know,No,No
1296240302441803776,w34,France,No,FRA,Yes,Yes,No
1296240279343824896,w34,Chile,Yes,CHL,Yes,Yes,No
1296239914388828160,w34,Panama,Yes,PAN,Yes,Yes,Yes
1296239761557008384,w34,Guatemala,No,GTM,Yes,No,Yes
1296239718607106048,w34,United States,Yes,USA,Don't know,No,No
1296239717160087552,w34,China,Yes,CHN,Yes,Yes,Yes
1296239657840029696,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296239549308379136,w34,United States,No,USA,Yes,No,Yes
1296239543784370176,w34,Mexico,No,MEX,Yes,Yes,Yes
1296239539841728512,w34,Brazil,Yes,BRA,Yes,Yes,Yes
1296239496586043392,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296239469138329600,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296239465409773568,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296239370345893888,w34,Lithuania,No,LTU,Don't know,No,No
1296239365253808128,w34,United States,No,USA,Don't know,Yes,Yes
1296239292919029760,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296238905965117440,w34,Zimbabwe,No,ZWE,Don't know,No,No
1296238769490866176,w34,France,No,FRA,Don't know,No,No
1296238584689655808,w34,Spain,Yes,ESP,Yes,No,Yes
1296238531589922816,w34,Lithuania,No,LTU,Don't know,No,No
1296238530612490240,w34,Brazil,Yes,BRA,Yes,Yes,Yes
1296238423791947776,w34,Indonesia,No,IDN,Don't know,No,Yes
1296238408407416832,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296238408289804288,w34,Cameroon,Yes,CMR,Don't know,No,Yes
1296238275628236800,w34,United States,No,USA,Yes,Yes,No
1296238067485999104,w34,Peru,Yes,PER,Don't know,No,Yes
1296238014331408384,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296237910530826240,w34,India,Yes,IND,Yes,Yes,Yes
1296237792213663744,w34,Indonesia,Yes,IDN,Yes,No,No
1296237773091938304,w34,Brazil,No,BRA,Yes,Yes,Yes
1296237720197529600,w34,United Kingdom,No,GBR,Don't know,No,No
1296237620666695680,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296237602702594048,w34,Italy,No,ITA,Don't know,No,No
1296237525141348352,w34,Italy,Yes,ITA,Yes,Yes,Yes
1296237492954370048,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296237491268321280,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296237278604468224,w34,Austria,Yes,AUT,Don't know,Yes,Yes
1296237031241080832,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296237018888802304,w34,United States,Yes,USA,Yes,Yes,Yes
1296236970742394880,w34,United Kingdom,Yes,GBR,Yes,Yes,No
1296236911552536576,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296236883580616704,w34,Mexico,Yes,MEX,Yes,No,Yes
1296236801833795584,w34,Bulgaria,No,BGR,Yes,No,Yes
1296236618987245568,w34,Argentina,Yes,ARG,Don't know,No,Yes
1296236601492865024,w34,Australia,No,AUS,Don't know,No,No
1296236563253170176,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296236503878770688,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296236391009935360,w34,Mexico,Yes,MEX,Don't know,No,Yes
1296236390355800064,w34,Panama,No,PAN,Don't know,No,Yes
1296236371284234240,w34,Mexico,Yes,MEX,Yes,No,Yes
1296236310391402496,w34,France,No,FRA,No,No,No
1296236307170156544,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296236291709784064,w34,Guatemala,No,GTM,Yes,Yes,Yes
1296236230439559168,w34,United States,Yes,USA,Yes,Yes,No
1296236163355873280,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296236030740140032,w34,Iraq,Yes,IRQ,Yes,Yes,Yes
1296235967377018880,w34,China,No,CHN,Don't know,No,No
1296235936280465408,w34,United States,No,USA,No,No,No
1296235918362398720,w34,El Salvador,Yes,SLV,Yes,Yes,Yes
1296235848724287488,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296235730751180800,w34,United Kingdom,No,GBR,Don't know,No,No
1296235673951838208,w34,Colombia,No,COL,Don't know,No,No
1296235502362910720,w34,Brazil,Yes,BRA,Yes,Yes,Yes
1296235500882337792,w34,Guatemala,Yes,GTM,Yes,Yes,Yes
1296235499879710720,w34,Venezuela - Bolivarian Republic of,No,VEN,Don't know,Yes,Yes
1296235498667511808,w34,Brazil,No,BRA,No,No,No
1296235339854610432,w34,Dominican Republic,Yes,DOM,Yes,Yes,Yes
1296235323823808512,w34,United States,Yes,USA,Yes,Yes,Yes
1296235264587702272,w34,Mexico,No,MEX,Don't know,No,No
1296234953986908160,w34,Switzerland,Yes,CHE,Yes,Yes,Yes
1296234872151969792,w34,Colombia,Yes,COL,Yes,No,Yes
1296234360811782144,w34,Chile,No,CHL,Don't know,No,No
1296234312983916544,w34,Netherlands,No,NLD,Don't know,No,Yes
1296234309758541824,w34,Australia,Yes,AUS,Don't know,No,No
1296234115319115776,w34,Argentina,No,ARG,Don't know,No,Yes
1296233901095112704,w34,Mexico,No,MEX,Don't know,No,Yes
1296233868601647104,w34,Pakistan,Yes,PAK,Yes,Yes,Yes
1296233865246253056,w34,Canada,Yes,CAN,Don't know,No,Yes
1296233850553741312,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296233632235835392,w34,China,Yes,CHN,Yes,Yes,Yes
1296233611830497280,w34,Indonesia,Yes,IDN,Yes,Yes,Yes
1296233533397065728,w34,Argentina,Yes,ARG,Don't know,No,Yes
1296233386025967616,w34,Canada,No,CAN,Don't know,No,No
1296233360772214784,w34,United States,No,USA,Don't know,No,No
1296233171734994944,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296233000200548352,w34,Peru,Yes,PER,Yes,Yes,Yes
1296232943824797696,w34,Panama,Yes,PAN,Yes,Yes,Yes
1296232433436839936,w34,United States,Yes,USA,Yes,Yes,Yes
1296232351316533248,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296232236820213760,w34,United States,No,USA,Don't know,No,Yes
1296232236472102912,w34,Indonesia,Yes,IDN,Yes,Yes,Yes
1296232233074860032,w34,Australia,No,AUS,Yes,Yes,Yes
1296232115218952192,w34,Canada,No,CAN,Don't know,No,No
1296232040094928896,w34,Canada,Yes,CAN,Yes,No,Yes
1296232004766367744,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296231847106617344,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296231792924663808,w34,United Kingdom,Yes,GBR,Yes,Yes,Yes
1296231722984431616,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296231722871226368,w34,El Salvador,No,SLV,Don't know,No,Yes
1296231696635846656,w34,India,Yes,IND,Yes,Yes,Yes
1296231683579170816,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296231648552337408,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296231533141995520,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296231489986801664,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296231213439434752,w34,Singapore,Yes,SGP,Yes,Yes,No
1296231133357551616,w34,United States,No,USA,Don't know,No,No
1296231066223566848,w34,China,No,CHN,Don't know,No,No
1296231054903312384,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296231016626032640,w34,Brazil,Yes,BRA,Yes,Yes,Yes
1296230991892185088,w34,United States,No,USA,Don't know,No,Yes
1296230679244689408,w34,Venezuela - Bolivarian Republic of,No,VEN,Yes,Yes,Yes
1296230599724879872,w34,United States,No,USA,Don't know,No,No
1296230586109984768,w34,Indonesia,No,IDN,Yes,Yes,Yes
1296230561015566336,w34,Bolivia - Plurinational State of,Yes,BOL,Don't know,No,No
1296230525070344192,w34,United States,Yes,USA,Yes,Yes,Yes
1296230523615010816,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296230474637914112,w34,Argentina,No,ARG,Yes,Yes,Yes
1296230427481509888,w34,Spain,Yes,ESP,Yes,Yes,Yes
1296230359814701056,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296230350067134464,w34,United States,Yes,USA,Yes,Yes,Yes
1296230322808541184,w34,Argentina,Yes,ARG,Don't know,No,No
1296230237257084928,w34,Indonesia,Yes,IDN,Yes,Yes,Yes
1296230065278255104,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296230052485619712,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296230032126304256,w34,Argentina,No,ARG,Yes,Yes,Yes
1296230015688937472,w34,Ethiopia,Yes,ETH,Yes,Yes,Yes
1296229942443642880,w34,Indonesia,Yes,IDN,Yes,Yes,Yes
1296229382189486080,w34,Singapore,Yes,SGP,Yes,Yes,Yes
1296229161397358592,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296229158608150528,w34,Philippines,Yes,PHL,Yes,Yes,Yes
1296229132284637184,w34,Australia,No,AUS,Don't know,No,No
1296229106741325824,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296229105885577216,w34,United Kingdom,No,GBR,Don't know,No,No
1296229053788233728,w34,Russian Federation,Yes,RUS,Yes,No,Yes
1296228998884790272,w34,Canada,No,CAN,Don't know,No,No
1296228957977751552,w34,Spain,Yes,ESP,Don't know,No,Yes
1296228894140325888,w34,Hungary,Yes,HUN,Yes,Yes,Yes
1296228846077988864,w34,United States,No,USA,Don't know,No,No
1296228559032389632,w34,Philippines,Yes,PHL,Yes,Yes,Yes
1296228507392061440,w34,Argentina,Yes,ARG,Don't know,No,No
1296228502862204928,w34,El Salvador,No,SLV,No,No,No
1296228327565545472,w34,United States,No,USA,Don't know,No,No
1296228317151014912,w34,United States,Yes,USA,Yes,Yes,Yes
1296228111667933184,w34,Honduras,Yes,HND,Yes,Yes,Yes
1296228022501150720,w34,Puerto Rico,No,PRI,Don't know,No,No
1296228017254146048,w34,United Kingdom,No,GBR,Don't know,No,No
1296227949092298752,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296227942012301312,w34,United States,Yes,USA,Yes,Yes,Yes
1296227825779912704,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296227726689357824,w34,United Kingdom,No,GBR,Yes,No,Yes
1296227667700846592,w34,Czechia,Yes,CZE,Yes,Yes,Yes
1296227450171658240,w34,United Kingdom,Yes,GBR,Yes,No,Yes
1296227225373741056,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296227210760724480,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296227104410030080,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296227019685089280,w34,United States,Yes,USA,Yes,Yes,Yes
1296226975791685632,w34,Chile,No,CHL,Don't know,No,No
1296226909596999680,w34,United States,Yes,USA,Yes,Yes,Yes
1296226829976719360,w34,Panama,Yes,PAN,Yes,Yes,Yes
1296226829372547072,w34,Indonesia,No,IDN,Don't know,No,No
1296226795897917440,w34,Mexico,Yes,MEX,Yes,No,Yes
1296226697377984512,w34,United Kingdom,Yes,GBR,Yes,Yes,Yes
1296226689928830976,w34,Ecuador,Yes,ECU,Yes,Yes,Yes
1296226616553738240,w34,Nigeria,Yes,NGA,Yes,Yes,Yes
1296226438232838144,w34,Colombia,Yes,COL,Yes,No,Yes
1296226364530364416,w34,United States,No,USA,Don't know,No,No
1296226321744277504,w34,United States,Yes,USA,Don't know,Yes,Yes
1296226247098265600,w34,United States,Yes,USA,Yes,Yes,Yes
1296226047516708864,w34,United Kingdom,Yes,GBR,Yes,Yes,Yes
1296225835486257152,w34,United States,No,USA,Don't know,No,No
1296225738316636160,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296225648348925952,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296225453410156544,w34,France,No,FRA,No,Yes,No
1296225431587188736,w34,Mexico,Yes,MEX,Yes,Yes,No
1296225430278672384,w34,Ecuador,Yes,ECU,Yes,Yes,Yes
1296225313798553600,w34,Mexico,Yes,MEX,Yes,No,No
1296225177504641024,w34,United States,Yes,USA,Yes,No,Yes
1296225041990942720,w34,Cuba,Yes,CUB,Don't know,No,No
1296224903851638784,w34,Mexico,No,MEX,Don't know,No,No
1296224823224332288,w34,Spain,Yes,ESP,Yes,Yes,Yes
1296224807160287232,w34,Brazil,Yes,BRA,Don't know,No,No
1296224685248708608,w34,Canada,Yes,CAN,Don't know,No,No
1296224635831320576,w34,Ecuador,Yes,ECU,Yes,Yes,Yes
1296224481032142848,w34,Mexico,No,MEX,Don't know,No,Yes
1296224445070073856,w34,United States,Yes,USA,Yes,Yes,Yes
1296224306431696896,w34,Spain,Yes,ESP,Yes,Yes,No
1296224276476026880,w34,United States,No,USA,Don't know,No,No
1296224173375856640,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296224129071419392,w34,Peru,Yes,PER,Yes,Yes,Yes
1296223966386720768,w34,United States,No,USA,Yes,No,No
1296223955855069184,w34,Ecuador,Yes,ECU,Don't know,No,Yes
1296223817669500928,w34,Brazil,Yes,BRA,Don't know,No,Yes
1296223799797583872,w34,Brazil,Yes,BRA,Yes,Yes,Yes
1296223767492997120,w34,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1296223737113505792,w34,Philippines,No,PHL,Don't know,No,Yes
1296223716020572160,w34,Panama,Yes,PAN,Don't know,No,Yes
1296223227048583168,w34,Mexico,No,MEX,Don't know,No,No
1296223200435752960,w34,Mexico,Yes,MEX,Yes,Yes,No
1296223183587045376,w34,Romania,No,ROU,Don't know,No,No
1296223121452806144,w34,Ecuador,No,ECU,Don't know,No,No
1296223119267381248,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296223062124158976,w34,Malaysia,No,MYS,Yes,Yes,No
1296223058823274496,w34,United States,No,USA,No,No,No
1296223057208414208,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296223056487043072,w34,Venezuela - Bolivarian Republic of,No,VEN,Don't know,No,Yes
1296222693629599744,w34,New Zealand,No,NZL,Don't know,No,No
1296222592194543616,w34,Ecuador,Yes,ECU,Yes,Yes,Yes
1296222427026821120,w34,Cuba,Yes,CUB,Yes,Yes,Yes
1296222289625849856,w34,El Salvador,Yes,SLV,Yes,Yes,Yes
1296222236207132672,w34,Latvia,No,LVA,Don't know,No,No
1296222109014818816,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296221986755088384,w34,United Kingdom,No,GBR,Don't know,No,No
1296221722165870592,w34,Mexico,Yes,MEX,Yes,Yes,Yes
1296221698379984896,w34,United States,Yes,USA,Yes,Yes,Yes
1296221602833735680,w34,Canada,Yes,CAN,Yes,Yes,Yes
1296221480431255552,w34,Puerto Rico,Yes,PRI,Don't know,No,No
1296221471250042880,w34,Ecuador,Yes,ECU,Yes,Yes,Yes
1296221425456406528,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296221418430926848,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296221414832275456,w34,Indonesia,Yes,IDN,Yes,Yes,Yes
1296221414156951552,w34,Brazil,Yes,BRA,Yes,No,No
1296221409455218688,w34,Canada,No,CAN,Don't know,Yes,No
1296221363242508288,w34,Spain,Yes,ESP,Yes,Yes,Yes
1296221305352511488,w34,United Kingdom,No,GBR,Yes,No,Yes
1296221304329314304,w34,United Kingdom,No,GBR,Don't know,No,No
1296221280732098560,w34,Argentina,No,ARG,Don't know,No,No
1296221278991314944,w34,United States,No,USA,No,Yes,No
1296221177501884416,w34,Argentina,Yes,ARG,Yes,Yes,Yes
1296221149056163840,w34,Panama,Yes,PAN,Yes,Yes,Yes
1296221142051696640,w34,United States,No,USA,Yes,No,Yes
1296221075177603072,w34,Colombia,Yes,COL,Yes,Yes,Yes
1296220866355900416,w34,Colombia,No,COL,Don't know,No,No
1296220836039401472,w34,United States,Yes,USA,Yes,Yes,Yes
1296220750400098304,w34,Canada,Yes,CAN,Yes,No,Yes
1296220738895192064,w34,United States,Yes,USA,Yes,Yes,Yes
1296220709539192832,w34,United States,No,USA,Don't know,No,No
1296220616689844224,w34,United States,No,USA,Don't know,No,No
